,id,tag_reco
28,51734,"['CCM', '찬양', '90년대', '가스펠', '쫑', '교회오빠', '워십', '여름수련회', 'CCC', 'ccm모음']"
29,145709,"['잔잔한', '힐링', '휴식', '클래식', '아침', '공부할때', '뉴에이지', '도서관', '모닝콜', '봄']"
30,126210,"['드라이브', '기분전환', '감성', '휴식', '여행', '카페', '잔잔한', '발라드', '힐링', '분위기']"
31,55505,"['팝', '기분전환', '드라이브', 'Pop', '신나는', '여행', '팝송', '락', '스트레스', '추억']"
32,80647,"['휴식', '힐링', '기분전환', '매장음악', '새벽', '밤', '감성', '비오는날', '카페', '사랑']"
33,103795,"['감성', '뉴에이지', '드라마', '휴식', '힐링', '영화', '기분전환', '잔잔한', '피아노', '추억']"
34,13747,"['일렉', '클럽', '기분전환', '드라이브', '팝', '스트레스', 'EDM', '운동', '휴식', '매장음악']"
35,126265,"['기분전환', '새벽', '힙합', '휴식', '밤', '힐링', '잔잔한', '랩', '감성', '드라이브']"
36,141702,"['밤', '감성', '분위기', '기분전환', '발라드', '드라이브', '혼자', '새벽', '휴식', '잔잔한']"
37,127749,"['기분전환', '신나는', '스트레스', '힙합', '파티', 'Pop', '새벽', '클럽', '댄스', 'EDM']"
38,17669,"['기분전환', '감성', '드라이브', '휴식', '잔잔한', '카페', '힐링', '사랑', '새벽', '밤']"
39,46475,"['기분전환', '회상', '댄스', '드라이브', '발라드', '휴식', '힐링', '사랑', '신나는', '스트레스']"
40,20179,"['기분전환', '감성', '드라이브', '휴식', '잔잔한', '카페', '힐링', '사랑', '새벽', '밤']"
41,106871,"['휴식', '힐링', '잔잔한', '새벽', '감성', '기분전환', '밤', '인디', '사랑', '발라드']"
42,144976,"['이별', '새벽', '감성', '사랑', '회상', '밤', '발라드', '슬픔', '잔잔한', '기분전환']"
43,10229,"['휴식', '잔잔한', '힐링', '밤', '새벽', '사랑', '까페', '락', '설렘', '발라드']"
44,46044,"['사랑', '기분전환', '설렘', '휴식', '힐링', '인디', '잔잔한', '봄', '감성', '드라이브']"
45,73027,"['기분전환', '드라이브', '댄스', '신나는', '사랑', '스트레스', '휴식', '아이돌', '힐링', '운동']"
46,63566,"['회상', '발라드', '이별', '슬픔', '사랑', '감성', '기분전환', '새벽', '밤', '잔잔한']"
47,35795,"['엘리엇스미스', 'elliottsmith', '락', '휴식', '새벽', '밤', '힐링', '잔잔한', '팝', '기분전환']"
48,80067,"['감성', '발라드', '새벽', '휴식', '밤', '사랑', '기분전환', '힐링', '이별', '추억']"
49,133553,"['기분전환', '감성', '드라이브', '휴식', '잔잔한', '카페', '힐링', '사랑', '새벽', '밤']"
50,13324,"['아이돌', '기분전환', '신나는', '댄스', '드라이브', '스트레스', '여름', '운동', '여행', '발라드']"
51,75913,"['기분전환', '드라이브', '신나는', '휴식', '감성', '힐링', '봄', '스트레스', '추억', '산책']"
52,19590,"['힐링', '사랑', '기분전환', '추억', '잔잔한', '감성', '회상', '이별', '새벽', '밤']"
53,9237,"['감성', '발라드', '카페', '휴식', '기분전환', '잔잔한', '사랑', '매장음악', '추억', '취향저격']"
54,134162,"['송가인', '트로트', '엄마아리랑', '내마음의사진', '정미애', '가인이어라', '미스트롯', '기분전환', '서울의달', '신나는']"
55,20683,"['기분전환', '휴식', '힐링', '팝', '락', '카페', '드라이브', '까페', '잔잔한', '사랑']"
56,15466,"['팝', '밤', '잔잔한', '새벽', '까페', '힐링', '휴식', '비오는날', '기분전환', '감성']"
57,6131,"['신나는', '기분전환', '드라이브', '운동', '아이돌', '스트레스', '여행', '힙합', '여름', '팝']"
58,9823,"['기분전환', '드라이브', '신나는', '감성', '여행', '휴식', '팝', '매장음악', '스트레스', '힐링']"
59,67327,"['기분전환', '발라드', '추억', '회상', '댄스', '사랑', '휴식', '힐링', '드라이브', '설렘']"
60,2496,"['기분전환', '감성', '발라드', '신나는', '잔잔한', '드라이브', '사랑', '휴식', '아이돌', '힐링']"
61,119830,"['기분전환', '감성', '여행', '신나는', '휴식', '팝', '카페', 'Pop', '여름', '힐링']"
62,42960,"['기분전환', '드라이브', '휴식', '사랑', '카페', '봄', '여행', '힐링', '감성', '잔잔한']"
63,73919,"['팝', '기분전환', '감성', 'Pop', '휴식', '밤', '드라이브', '잔잔한', '새벽', '팝송']"
64,40134,"['팝', '추억', '사랑', '휴식', '힐링', '발라드', '기분전환', '감성', '새벽', '회상']"
65,78281,"['Pop', '팝', '드라이브', '팝송', '힙합', '기분전환', 'Billboard', '빌보드Hot50', '트렌디', '신나는']"
66,58272,"['락', '발라드', '추억', '기분전환', '힐링', '휴식', '사랑', '잔잔한', '회상', '드라이브']"
67,5130,"['팝', '기분전환', '드라이브', '휴식', '힐링', 'Pop', '여행', '매장음악', '까페', '스트레스']"
68,35216,"['CCM', '찬양', '크리스마스', '성탄절', '예수님', '아기예수', '워십', '크리스마스찬양', '대림절', '국내ccm']"
69,110337,"['새벽', '감성', '발라드', '잔잔한', '이별', '휴식', '추억', '기분전환', '힐링', '비오는날']"
70,131124,"['기분전환', '감성', '드라이브', '휴식', '잔잔한', '카페', '힐링', '사랑', '새벽', '밤']"
71,102928,"['알앤비', '감성', '드라이브', '기분전환', '힙합', '팝', '카페', 'RnB', '매장음악', 'soul']"
72,56048,"['발라드', '잔잔한', '휴식', '카페', '사랑', '기분전환', '이별', '추억', '밤', '새벽']"
73,97834,"['일렉', '클럽', '운동', '스트레스', '기분전환', '드라이브', 'EDM', '신나는', '댄스', '일렉트로니카']"
74,15858,"['감성', '기분전환', '잔잔한', '휴식', '드라이브', '팝', '사랑', '새벽', '카페', '밤']"
75,136424,"['감성', '카페', '기분전환', '휴식', '팝', '새벽', '밤', '잔잔한', '분위기', '알앤비']"
76,85138,"['재즈', 'Jazz', '분위기', '팝', '카페', '감성', '추억', '주말', '가을', '밤']"
77,108974,"['감성', '기분전환', '새벽', '잔잔한', '드라이브', '휴식', '밤', '사랑', '카페', '분위기']"
78,141744,"['휴식', '잔잔한', '기분전환', '감성', '새벽', '밤', '카페', '사랑', '드라이브', '추억']"
79,65386,"['기분전환', '드라이브', '신나는', '여행', '댄스', '스트레스', '휴식', '사랑', '더위', '시원한']"
80,136686,"['기분전환', '새벽', '휴식', '밤', '카페', '힐링', '인디', '발라드', '사랑', '드라이브']"
81,135315,"['뉴에이지', '기분전환', '감성', '드라이브', '휴식', '잔잔한', '카페', '힐링', '사랑', '새벽']"
82,113085,"['감성', '잔잔한', '발라드', '이별', '새벽', '카페', '인디', '드라이브', '사랑', '밤']"
83,137817,"['감성', '휴식', '새벽', '힐링', '밤', '기분전환', '카페', '발라드', '사랑', '겨울']"
84,116137,"['기분전환', '발라드', '잔잔한', '새벽', '사랑', '카페', '드라이브', '밤', '휴식', '이별']"
85,93364,"['기분전환', '감성', '드라이브', '휴식', '잔잔한', '카페', '힐링', '사랑', '새벽', '밤']"
86,12990,"['Pop', '팝', '영국', 'Rock', 'electronica', '트렌디', '오피셜싱글', '힙합', '기분전환', '드라이브']"
87,15897,"['인디', '감성', '록', '어쿠스틱', '인디팝', '인디록', '몽환적', '드라이브', '빈티지', '가을']"
88,119425,"['기분전환', '드라이브', '여름', '신나는', '여행', '스트레스', '시원한', '휴식', '더위', '감성']"
89,150839,"['휴식', '기분전환', '사랑', '감성', '설렘', '잔잔한', '카페', '추억', '드라이브', '회상']"
90,48871,"['Jazz', '재즈', '빌에반스', '힙합갬성', '연주곡', '낭만', '뉴에이지', '드라이브', '모던재즈', '발라드']"
91,10148,"['Pop', '기분전환', '팝', 'JPOP', '드라이브', '팝송', '가요', '요네즈켄시', '신곡', '힐링']"
92,151728,"['기분전환', '발라드', '사랑', '휴식', '새벽', '감성', '밤', '힐링', '드라이브', '이별']"
93,144567,"['기분전환', '댄스', '추억', '발라드', '드라이브', '회상', '스트레스', '휴식', '신나는', '힙합']"
94,122960,"['감성', '기분전환', '드라이브', '카페', '사랑', '휴식', '잔잔한', '추억', '새벽', '알앤비']"
95,69083,"['기분전환', '감성', '드라이브', '휴식', '잔잔한', '카페', '힐링', '사랑', '새벽', '밤']"
96,28216,"['드라이브', '기분전환', '신나는', '발라드', '감성', '트로트', '추억', '사랑', '가을', '여행']"
97,123398,"['잔잔한', '휴식', '힐링', '카페', '감성', '매장음악', '사랑', '추억', '드라이브', '신나는']"
98,21326,"['기분전환', '드라이브', '팝', '신나는', 'Rock', 'electronica', '트렌디', '팝송', '감성', '오피셜차트']"
99,116598,"['뉴에이지', '연주곡', '클래식', '힐링', '잔잔한', '카페', '휴식', '감성', '자장가', '집중']"
100,40903,"['감성', '이별', '발라드', '새벽', '잔잔한', '사랑', '기분전환', '밤', '카페', '휴식']"
101,83784,"['휴식', '힐링', '감성', '새벽', '밤', '카페', '기분전환', '뉴에이지', '매장음악', '가을']"
102,11725,"['기분전환', '감성', '휴식', '힐링', '잔잔한', '드라이브', '신나는', '카페', '여행', '발라드']"
103,122365,"['CCM', '찬양', '국내ccm', '사랑', '은혜', '교회', '기독교', '예배', '파워DJ_CCM', '워십']"
104,132624,"['기분전환', '휴식', '드라이브', '힐링', '산책', '여름', '감성', '사랑', '카페', '잔잔한']"
105,51462,"['락', '기분전환', '록', '평화', '사회비판', '대한민국', '시국', '명곡', '힐링', '분노']"
106,111830,"['기분전환', '팝', '드라이브', 'Pop', '스트레스', '매장음악', '운동', '신나는', '팝송', '여행']"
107,131816,"['기분전환', '신나는', '힙합', 'Pop', '여행', '팝', '감성', '스트레스', '운동', '휴식']"
108,5125,"['휴식', '잔잔한', '기분전환', '카페', '감성', '사랑', '뉴에이지', '매장음악', '새벽', '밤']"
109,25204,"['작사', '작곡', '알고보니혼수상태', '사랑', '발라드', '이별', '감성', '기분전환', 'OST', '잔잔한']"
110,121032,"['감성', '휴식', '잔잔한', '카페', '힐링', '드라이브', '새벽', '밤', '발라드', '사랑']"
111,60133,"['기분전환', '신나는', '여행', 'Pop', '감성', '팝', '휴식', '팝송', '매장음악', '카페']"
112,25903,"['잔잔한', '기분전환', '새벽', '발라드', '사랑', '밤', '휴식', '드라이브', '이별', '힐링']"
113,113250,"['발라드', '추억', '휴식', '힐링', '회상', '감성', '새벽', '밤', '이별', '잔잔한']"
114,104677,"['감성', '발라드', '이별', '새벽', '잔잔한', '사랑', '슬픔', '밤', '기분전환', '추억']"
115,18592,"['기분전환', '휴식', '추억', '힐링', '잔잔한', '회상', '이별', '감성', '봄', '카페']"
116,5945,"['힐링', '휴식', '기분전환', '잔잔한', '사랑', '설렘', '봄', '뉴에이지', '카페', '까페']"
117,3984,"['감성', '휴식', '새벽', '힐링', '밤', '기분전환', '카페', '발라드', '사랑', '겨울']"
118,99926,"['발라드', '추억', '이별', '기분전환', '감성', '회상', '사랑', '휴식', '새벽', '슬픔']"
119,110317,"['이별', '사랑', '잔잔한', '발라드', '새벽', '밤', '슬픔', '휴식', '그리움', '비오는날']"
120,114932,"['JPOP', '남자둘여자하나', '혼성그룹', '9000년대명곡', 'ikimonogakari', '일본음악', '명곡', '랩', '댄스팝', '눈물']"
121,122989,"['기분전환', '감성', '회상', '드라이브', '댄스', '발라드', 'Pop', '잔잔한', '사랑', '힐링']"
122,91432,"['뉴에이지', '힐링', '휴식', '잔잔한', '피아노', '연주곡', '카페', '감성', 'OST', '기분전환']"
123,29435,"['설렘', '발라드', '기분전환', '추억', '감성', '휴식', '이별', '잔잔한', '힐링', '새벽']"
124,52988,"['이별', '사랑', '감성', '새벽', '잔잔한', '그리움', '발라드', '슬픔', '밤', '추억']"
125,125283,"['기분전환', '사랑', '감성', '카페', '휴식', '드라이브', '설렘', '잔잔한', '힐링', '벚꽃']"
126,14647,"['클래식', '자장가', '잔잔한', '힐링', '집중', '태교', '휴식', '감성', '공부', '독서']"
127,56068,"['여행', '드라이브', '기분전환', '휴식', '힐링', '인디', '발라드', '어쿠스틱', '분위기', '카페']"
128,69190,"['감성', '카페', '드라이브', '가을', '잔잔한', '휴식', '발라드', '기분전환', '산책', '새벽']"
129,92744,"['기분전환', '감성', '드라이브', '휴식', '잔잔한', '카페', '힐링', '사랑', '새벽', '밤']"
130,17453,"['발라드', '이별', '감성', '새벽', '잔잔한', '추억', '밤', '슬픔', '사랑', '회상']"
131,24657,"['기분전환', '감성', '드라이브', '휴식', '잔잔한', '카페', '힐링', '사랑', '새벽', '밤']"
132,3182,"['추억', '발라드', '회상', '락', '기분전환', '감성', '드라이브', '록', '휴식', '힐링']"
133,150193,"['힐링', '카페', '기분전환', '감성', '휴식', '드라이브', '잔잔한', '여행', '오후', '연주곡']"
134,67472,"['추억', '기분전환', '사랑', '잔잔한', '드라이브', '이별', '밤', '새벽', '힐링', '명곡']"
135,21141,"['랩', '알앤비', '드라이브', '신나는', '감성', '기분전환', '국내힙합', '클럽', 'RnB', '그루브']"
136,44417,"['휴식', '감성', '기분전환', '카페', '잔잔한', '드라이브', '사랑', '추억', '새벽', '뉴에이지']"
137,11068,"['설렘', '기분전환', '발라드', '휴식', '힐링', '감성', '추억', '잔잔한', '봄', '드라이브']"
138,102810,"['힐링', '휴식', '기분전환', '뉴에이지', '까페', '여름', '잔잔한', '여행', '산책', '재즈']"
139,42400,"['휴식', '기분전환', '드라이브', '감성', '사랑', '잔잔한', '카페', '새벽', '설렘', '밤']"
140,62079,"['감성', '잔잔한', '새벽', '발라드', '기분전환', '카페', '밤', '이별', '휴식', '힐링']"
141,129053,"['추억', '회상', '댄스', '발라드', '기분전환', '드라이브', '90년대', '휴식', '감성', '힐링']"
142,72940,"['기분전환', '드라이브', 'Pop', '신나는', '팝', '팝송', '힙합', '감성', '휴식', '트렌디']"
143,113393,"['힐링', '기분전환', '잔잔한', '감성', '카페', '사랑', '새벽', '밤', '여행', '드라이브']"
144,149077,"['사랑', '기분전환', '힐링', '봄', '휴식', '추억', '회상', '이별', '슬픔', '잔잔한']"
145,39683,"['새벽', '힐링', '휴식', '잔잔한', '밤', '감성', '발라드', '기분전환', '추억', '이별']"
146,43788,"['기분전환', '감성', '드라이브', '휴식', '잔잔한', '카페', '힐링', '사랑', '새벽', '밤']"
147,41984,"['발라드', '이별', '슬픔', '새벽', '밤', '잔잔한', '사랑', '추억', '감성', '휴식']"
148,82771,"['기분전환', '감성', '드라이브', '휴식', '잔잔한', '카페', '힐링', '사랑', '새벽', '밤']"
149,78982,"['감성', '기분전환', '발라드', '휴식', '새벽', '밤', '드라이브', '잔잔한', '힐링', '사랑']"
150,152637,"['밤', '잔잔한', '휴식', '감성', '힐링', '기분전환', '사랑', '드라이브', '카페', '추억']"
151,19035,"['기분전환', '드라이브', '감성', '휴식', '사랑', '힐링', '잔잔한', '아이돌', '신나는', '추억']"
152,146894,"['감성', '새벽', '알앤비', '드라이브', '기분전환', '밤', '카페', '힙합', '매장음악', '잔잔한']"
153,34646,"['감성', '인디', '잔잔한', '새벽', '발라드', '밤', '카페', '휴식', '사랑', '이별']"
154,33828,"['기분전환', '감성', '카페', '드라이브', '휴식', '사랑', '힐링', '인디', '새벽', '매장음악']"
155,136344,"['봄', '사랑', '기분전환', '설렘', '휴식', '힐링', '감성', '벚꽃', '드라이브', '발라드']"
156,60508,"['휴식', '힐링', '기분전환', '팝', '잔잔한', '알앤비', '까페', '사랑', '드라이브', '소울']"
157,78272,"['감성', '기분전환', '휴식', '잔잔한', '새벽', '사랑', '힐링', '밤', '드라이브', '카페']"
158,55541,"['사랑', '설렘', '기분전환', '휴식', '힐링', '발라드', '새벽', '감성', '잔잔한', '추억']"
159,84184,"['드라이브', '기분전환', '클럽', '운동', '스트레스', '일렉', '신나는', '여행', 'EDM', '매장음악']"
160,27394,"['기분전환', '발라드', '감성', '드라이브', '신나는', '댄스', '명곡', '아이돌', '잔잔한', '카페']"
161,123316,"['사랑', '기분전환', '설렘', '감성', '발라드', '드라이브', '카페', '휴식', '겨울', '추억']"
162,13730,"['감성', '잔잔한', '기분전환', '휴식', '힐링', '플레이리스트', '새벽', '감성적인음악', '강추위', '공부할때듣는음악']"
163,25986,"['기분전환', '추억', '감성', '드라이브', '발라드', '신나는', '휴식', '댄스', '힐링', '스트레스']"
164,140274,"['추억', '발라드', '감성', '기분전환', '드라이브', '명곡', '회상', '90년대', '신나는', '댄스']"
165,7620,"['잔잔한', '새벽', '휴식', '카페', '기분전환', '밤', '사랑', '힐링', '인디', '이별']"
166,32571,"['드라이브', '휴식', '감성', '힐링', '사랑', '잔잔한', '카페', '신나는', '추억', '여행']"
167,147815,"['발라드', '사랑', '추억', '힐링', '휴식', '설렘', '회상', '기분전환', '드라이브', '잔잔한']"
168,57041,"['재즈', '크리스마스', '캐롤', '매장음악', '겨울', '재즈캐롤', '감성', '분위기', '크리스마스재즈', '까페']"
169,35824,"['댄스', '기분전환', '발라드', '아이돌', '드라이브', '추억', '운동', '신나는', '스트레스', '회상']"
170,91613,"['발라드', '이별', '추억', '감성', '슬픔', '사랑', '회상', '새벽', '잔잔한', '밤']"
171,9845,"['기분전환', 'OST', '드라이브', '추억', '디즈니', '휴식', '감성', '팝', '힐링', '여행']"
172,104141,"['새벽', '밤', '감성', '기분전환', '잔잔한', '인디', '휴식', '드라이브', '알앤비', '힐링']"
173,8947,"['기분전환', '감성', '드라이브', '휴식', '잔잔한', '카페', '힐링', '사랑', '새벽', '밤']"
174,30752,"['팝', '기분전환', '드라이브', 'Pop', '신나는', '여행', '휴식', '스트레스', '운동', '힐링']"
175,7523,"['방탄소년단', 'BTS', '기분전환', '아이돌', '방탄', '감성', '신나는', '방탄소년단명곡', '힙합', '휴식']"
176,43296,"['힙합', '기분전환', '랩', '감성', '새벽', '이별', '드라이브', '발라드', '휴식', '밤']"
177,89560,"['기분전환', '드라이브', '감성', '잔잔한', '휴식', '설렘', '카페', '힐링', '밤', '새벽']"
178,71117,"['기분전환', '드라이브', '밤', '잔잔한', '휴식', '카페', '사랑', '힐링', '인디', '알앤비']"
179,55082,"['힙합', '기분전환', '드라이브', '국내힙합', '신나는', '발라드', '스트레스', 'HipHop', 'Rap', '감성']"
180,90753,"['힐링', '휴식', '기분전환', '감성', '잔잔한', '새벽', '팝', '뉴에이지', '드라이브', '위로']"
181,17178,"['뉴에이지', '피아노', '힐링', '잔잔한', '휴식', '연주곡', '감성', '새벽', '카페', '밤']"
182,64900,"['힙합', '기분전환', '드라이브', '감성', '알앤비', '스트레스', '감성힙합', '국내힙합', 'HipHop', '신나는']"
183,150136,"['클럽', 'EDM', '일렉', '드라이브', '신나는', '기분전환', '운동', '스트레스', '일렉트로니카', '불금']"
184,102931,"['기분전환', '드라이브', '그루브', '일렉트로니카', 'groove', 'electronica', '팝', '매장음악', '밤', '새벽']"
185,67993,"['팝', 'Rock', '기분전환', 'Pop', '드라이브', '록', '감성', '신나는', '브릿팝', '밴드']"
186,71020,"['팝', '기분전환', '휴식', '힐링', '락', '드라이브', 'Pop', '새벽', '밤', '잔잔한']"
187,8807,"['사랑', '설렘', '기분전환', '봄', '휴식', '힐링', '감성', '드라이브', '발라드', '잔잔한']"
188,160,"['새벽', '밤', '발라드', '잔잔한', '휴식', '힐링', '감성', '추억', '이별', '회상']"
189,52133,"['인디', '사랑', '휴식', '잔잔한', '설렘', '힐링', '새벽', '감성', '밤', '기분전환']"
190,59897,"['감성', '신나는', '휴식', '카페', '여행', '잔잔한', '스트레스', '힐링', '사랑', '매장음악']"
191,149351,"['기분전환', '감성', '드라이브', '휴식', '잔잔한', '카페', '힐링', '사랑', '새벽', '밤']"
192,43092,"['인디', '새벽', '밤', '잔잔한', '휴식', '감성', '이별', '힐링', '슬픔', '발라드']"
193,60015,"['발라드', '추억', '기분전환', '회상', '휴식', '힐링', '사랑', '드라이브', '감성', '댄스']"
194,116717,"['기분전환', '감성', '드라이브', '휴식', '잔잔한', '카페', '힐링', '사랑', '새벽', '밤']"
195,38283,"['감성', '이별', '추억', '사랑', '기분전환', '잔잔한', '휴식', '새벽', '밤', '힐링']"
196,49379,"['재즈', '휴식', '힐링', '잔잔한', '까페', '기분전환', '밤', '새벽', '가을', '뉴에이지']"
197,95479,"['락', '락발라드', '록', '추억', 'rock이그리울때', '명곡', '기분전환', '헤비메탈', '댄스', '힐링']"
198,130424,"['팝', '카페', '잔잔한', '기분전환', '휴식', '감성', '힐링', '드라이브', 'Pop', '새벽']"
199,53075,"['감성', '이별', '발라드', '슬픔', '새벽', '사랑', '잔잔한', '추억', '위로', '밤']"
200,125330,"['뉴에이지', '힐링', '피아노', '휴식', '잔잔한', '연주곡', '카페', '공부', '집중', '자장가']"
201,82511,"['알앤비', '밤', '소울', '드라이브', '감성', '새벽', '기분전환', '팝', '여행', '잔잔한']"
202,115514,"['추억', '발라드', '기분전환', '회상', '댄스', '드라이브', '사랑', '휴식', '힐링', '설렘']"
203,84048,"['랩', '알앤비', '드라이브', '기분전환', '감성', '신나는', 'HipHop', '국내힙합', '트렌디', '감성힙합']"
204,113540,"['팝', '기분전환', '잔잔한', '락', '휴식', '드라이브', '새벽', '감성', '힐링', 'Pop']"
205,42139,"['기분전환', '감성', '드라이브', '휴식', '잔잔한', '카페', '힐링', '사랑', '새벽', '밤']"
206,41381,"['힙합', '외힙', '외국힙합', '해외힙합', '클럽', 'RnB', 'HOT', '신나는', '드라이브', '랩']"
207,9155,"['새벽', '감성', '밤', '잔잔한', '휴식', '카페', '기분전환', '사랑', '추억', '매장음악']"
208,18243,"['기분전환', '여행', '신나는', '감성', '카페', '휴식', '스트레스', '매장음악', '사랑', '운동']"
209,22999,"['발라드', '추억', '기분전환', '회상', '밤', '새벽', '사랑', '감성', '잔잔한', '휴식']"
210,123187,"['기분전환', '감성', '드라이브', '휴식', '잔잔한', '카페', '힐링', '사랑', '새벽', '밤']"
211,20235,"['기분전환', '팝', '여행', '휴식', '카페', '감성', '잔잔한', '힐링', '매장음악', '사랑']"
212,42936,"['기분전환', '새벽', '추억', '잔잔한', '발라드', '밤', '휴식', '감성', '회상', '힐링']"
213,43120,"['기분전환', '인디', '사랑', '락', '휴식', '힐링', '까페', '여행', '잔잔한', '새벽']"
214,21879,"['소울', '힙합', '감성', '기분전환', '드라이브', '카페', '매장음악', 'RnB', '그루브', '발라드']"
215,109880,"['기분전환', '발라드', '감성', '드라이브', '휴식', '사랑', '카페', '힐링', '잔잔한', '추억']"
216,107660,"['감성', '기분전환', 'MBC', 'FM4U', '새벽', '드라이브', '추억', '밤', '랏도의밴드뮤직', '랏밴뮤']"
217,87883,"['기분전환', '드라이브', '힙합', '신나는', '감성', '휴식', '매장음악', '그루브', '알앤비', '여행']"
218,122765,"['팝', '락', '기분전환', '드라이브', '여행', '추억', '신나는', '댄스', '회상', '휴식']"
219,62182,"['기분전환', '감성', '드라이브', '휴식', '잔잔한', '카페', '힐링', '사랑', '새벽', '밤']"
220,7259,"['인디', '감성', '기분전환', '잔잔한', '사랑', '새벽', '휴식', '밤', '힐링', '카페']"
221,118226,"['기분전환', '드라이브', '잔잔한', '휴식', '발라드', '새벽', '힐링', '밤', '사랑', '매장음악']"
222,46341,"['운동', '헬스', '스포츠', '웨이트', '런지', '다이어트', '힙합', 'EDM', '국힙', '일렉']"
223,20506,"['사랑', '기분전환', '감성', '힐링', '카페', '휴식', '잔잔한', '드라이브', '설렘', '발라드']"
224,20466,"['기분전환', '감성', '드라이브', '휴식', '잔잔한', '카페', '힐링', '사랑', '새벽', '밤']"
225,8233,"['사랑', '설렘', '기분전환', '봄', '휴식', '감성', '힐링', '카페', '인디', '잔잔한']"
226,105754,"['재즈', '휴식', '힐링', '기분전환', '까페', '가을', '잔잔한', '비오는날', '여행', '새벽']"
227,117954,"['드라이브', '가족', '신나는', '동요', '기분전환', '명절', '귀경길', '여행', '추석', '연휴']"
228,98287,"['발라드', '추억', '회상', '이별', '슬픔', '새벽', '사랑', '감성', '밤', '잔잔한']"
229,63994,"['감성', '잔잔한', '휴식', '드라이브', '새벽', '카페', '힐링', '밤', '팝', '매장음악']"
230,3409,"['드라이브', '신나는', '여행', '휴식', '감성', '힐링', '운동', '카페', '매장음악', 'Pop']"
231,86769,"['기분전환', '감성', '드라이브', '휴식', '잔잔한', '카페', '힐링', '사랑', '새벽', '밤']"
232,130004,"['추억', '감성', '기분전환', '명곡', '잔잔한', '휴식', '영화', '사랑', '새벽', '힐링']"
233,63940,"['드라이브', '신나는', '여행', '휴식', '감성', '팝', '매장음악', '스트레스', 'Pop', '힐링']"
